    0.18975456E-04    0.36530222E-01   -0.85796880E-07
    0.32490212E+00    0.36525343E-01   -0.31241015E-03
    0.97504764E+00    0.36491775E-01   -0.92478041E-03
    0.16262217E+01    0.36427888E-01   -0.14998195E-02
    0.22791257E+01    0.36340069E-01   -0.20126356E-02
    0.29344855E+01    0.36237192E-01   -0.24382714E-02
    0.35930624E+01    0.36130064E-01   -0.27514589E-02
    0.42556662E+01    0.36028706E-01   -0.29440403E-02
    0.49231694E+01    0.35935153E-01   -0.30625491E-02
    0.55965262E+01    0.35848928E-01   -0.31398341E-02
    0.62767942E+01    0.35768793E-01   -0.31924187E-02
    0.69651629E+01    0.35693912E-01   -0.32293519E-02
    0.76629909E+01    0.35623479E-01   -0.32558874E-02
    0.83718551E+01    0.35556711E-01   -0.32752790E-02
    0.90936178E+01    0.35492951E-01   -0.32895910E-02
    0.98305217E+01    0.35431655E-01   -0.33002175E-02
    0.10585327E+02    0.35372343E-01   -0.33080845E-02
    0.11361520E+02    0.35314607E-01   -0.33138579E-02
    0.12163636E+02    0.35257934E-01   -0.33179957E-02
    0.12997810E+02    0.35201830E-01   -0.33208386E-02
    0.13872743E+02    0.35145720E-01   -0.33226282E-02
    0.14801621E+02    0.35088917E-01   -0.33235311E-02
    0.15806415E+02    0.35030230E-01   -0.33236476E-02
    0.16929784E+02    0.34967599E-01   -0.33230071E-02
    0.18283562E+02    0.34895846E-01   -0.33214574E-02
    0.46098975E+00    0.36521005E-01   -0.44249985E-03
    0.56397955E+00    0.36516763E-01   -0.54043547E-03
    0.10785312E+01    0.36483457E-01   -0.10193831E-02
    0.16902983E+01    0.36420171E-01   -0.15533733E-02
    0.23252796E+01    0.36333198E-01   -0.20458205E-02
    0.29704741E+01    0.36231324E-01   -0.24585718E-02
    0.36225142E+01    0.36125369E-01   -0.27623988E-02
    0.42805614E+01    0.36025073E-01   -0.29495303E-02
    0.49447051E+01    0.35932277E-01   -0.30655544E-02
    0.56154802E+01    0.35846608E-01   -0.31415876E-02
    0.62936998E+01    0.35766871E-01   -0.31934916E-02
    0.69804015E+01    0.35692318E-01   -0.32300324E-02
    0.76768445E+01    0.35622133E-01   -0.32563299E-02
    0.83845375E+01    0.35555556E-01   -0.32755724E-02
    0.91052949E+01    0.35491942E-01   -0.32897875E-02
    0.98413245E+01    0.35430788E-01   -0.33003483E-02
    0.10595360E+02    0.35371573E-01   -0.33081726E-02
    0.11370868E+02    0.35313928E-01   -0.33139158E-02
    0.12172369E+02    0.35257339E-01   -0.33180322E-02
    0.13005982E+02    0.35201301E-01   -0.33208607E-02
    0.13880400E+02    0.35145241E-01   -0.33226401E-02
    0.14808798E+02    0.35088486E-01   -0.33235346E-02
    0.15813136E+02    0.35029849E-01   -0.33236458E-02
    0.16936060E+02    0.34967261E-01   -0.33230012E-02
    0.18289372E+02    0.34895547E-01   -0.33214491E-02
    0.10586181E+01    0.36485114E-01   -0.10012595E-02
    0.11073544E+01    0.36481029E-01   -0.10455453E-02
    0.14392325E+01    0.36448993E-01   -0.13400941E-02
    0.19404302E+01    0.36388084E-01   -0.17561139E-02
    0.25129835E+01    0.36304504E-01   -0.21760371E-02
    0.31195957E+01    0.36206989E-01   -0.25389479E-02
    0.37457669E+01    0.36105966E-01   -0.28053394E-02
    0.43853582E+01    0.36009825E-01   -0.29715781E-02
    0.50356995E+01    0.35920219E-01   -0.30778055E-02
    0.56957685E+01    0.35836794E-01   -0.31488093E-02
    0.63654393E+01    0.35758801E-01   -0.31979429E-02
    0.70451520E+01    0.35685608E-01   -0.32328672E-02
    0.77357677E+01    0.35616421E-01   -0.32581797E-02
    0.84385206E+01    0.35550632E-01   -0.32768010E-02
    0.91550290E+01    0.35487657E-01   -0.32906142E-02
    0.98873570E+01    0.35427103E-01   -0.33008996E-02
    0.10638131E+02    0.35368304E-01   -0.33085438E-02
    0.11410732E+02    0.35311038E-01   -0.33141598E-02
    0.12209616E+02    0.35254796E-01   -0.33181857E-02
    0.13040848E+02    0.35199037E-01   -0.33209536E-02
    0.13913075E+02    0.35143203E-01   -0.33226905E-02
    0.14839429E+02    0.35086646E-01   -0.33235501E-02
    0.15841826E+02    0.35028215E-01   -0.33236384E-02
    0.16962850E+02    0.34965819E-01   -0.33229759E-02
    0.18314183E+02    0.34894271E-01   -0.33214134E-02
    0.16608640E+01    0.36423747E-01   -0.15288509E-02
    0.16923447E+01    0.36419921E-01   -0.15550732E-02
    0.19259250E+01    0.36390030E-01   -0.17446466E-02
    0.23244496E+01    0.36333322E-01   -0.20452277E-02
    0.28200856E+01    0.36255732E-01   -0.23714796E-02
    0.33718947E+01    0.36165747E-01   -0.26605884E-02
    0.39583540E+01    0.36073101E-01   -0.28699246E-02
    0.45682780E+01    0.35983809E-01   -0.30063348E-02
    0.51957739E+01    0.35899328E-01   -0.30977262E-02
    0.58377714E+01    0.35819764E-01   -0.31608010E-02
    0.64928125E+01    0.35744712E-01   -0.32054430E-02
    0.71604443E+01    0.35673746E-01   -0.32376982E-02
    0.78409119E+01    0.35606318E-01   -0.32613612E-02
    0.85350118E+01    0.35541905E-01   -0.32789211E-02
    0.92440442E+01    0.35480121E-01   -0.32920467E-02
    0.99698358E+01    0.35420495E-01   -0.33018706E-02
    0.10714832E+02    0.35362499E-01   -0.33091917E-02
    0.11482273E+02    0.35305896E-01   -0.33145868E-02
    0.12276502E+02    0.35250178E-01   -0.33184546E-02
    0.13103493E+02    0.35194911E-01   -0.33211132E-02
    0.13971809E+02    0.35139532E-01   -0.33227721E-02
    0.14894511E+02    0.35083337E-01   -0.33235790E-02
    0.15893434E+02    0.35025252E-01   -0.33236257E-02
    0.17011057E+02    0.34963209E-01   -0.33229327E-02
    0.18358842E+02    0.34891971E-01   -0.33213487E-02
    0.22656389E+01    0.36342061E-01   -0.20028545E-02
    0.22888165E+01    0.36338634E-01   -0.20196403E-02
    0.24665436E+01    0.36311696E-01   -0.21445478E-02
    0.27888557E+01    0.36260752E-01   -0.23526611E-02
    0.32136480E+01    0.36191591E-01   -0.25864568E-02
    0.37073339E+01    0.36111965E-01   -0.27924234E-02
    0.42477308E+01    0.36029866E-01   -0.29422693E-02
    0.48211839E+01    0.35948893E-01   -0.30477285E-02
    0.54194757E+01    0.35870825E-01   -0.31224667E-02
    0.60377335E+01    0.35796229E-01   -0.31761434E-02
    0.66731750E+01    0.35725028E-01   -0.32152551E-02
    0.73243849E+01    0.35657028E-01   -0.32441139E-02
    0.79909042E+01    0.35592011E-01   -0.32656360E-02
    0.86730085E+01    0.35529579E-01   -0.32818092E-02
    0.93716063E+01    0.35469367E-01   -0.32940064E-02
